source	target	type
CCNH	PSMC1	association
CCNH	RB1	association
CCNH	SKP2	association
CCNH	TCEB1	physical-association
CCNH	TCEB2	physical-association
CCNT1	CDK9	physical-association
CCNT1	GTF2H1	physical-association
CCNT1	SMAD2	physical-association
CCNT1	SMAD3	physical-association
CCNT1	SMAD4	physical-association
CCNT1	TCEB1	physical-association
CCNT1	TCEB2	physical-association
CCNT2	CDK9	physical-association
CCNT2	GTF2H1	physical-association
CCNT2	SMAD2	physical-association
CCNT2	SMAD3	physical-association
CCNT2	SMAD4	physical-association
CCNT2	TCEB1	physical-association
CCNT2	TCEB2	physical-association
CCP110	CDK1	physical-association
CCP110	HSP90AA1	physical-association
CCP110	PRKACA	physical-association
CCP110	YWHAE	physical-association
CCR1	CCR3	association
CCR1	CCR4	association
CCR1	CCR5	association
CCR1	CCR7	association
CCR1	IL8	physical-association
CCR1	PIK3R5	association
CCR10	CCR3	association
CCR10	CCR4	association
CCR10	CCR5	association
CCR10	CCR7	association
CCR10	CCR8	association
CCR10	IL8	physical-association
CCR10	PIK3R5	association
CCR2	CCR3	association
CCR2	CCR4	association
CCR2	CCR5	association
CCR2	CCR7	association
CCR2	IL8	physical-association
CCR2	PIK3R5	association
CCR3	CCR6	association
CCR3	CCR7	association
CCR3	CCR8	association
CCR3	CCR9	association
CCR3	CHRM2	association
CCR3	CHRM4	association
CCR3	CNR1	association
CCR3	CNR2	association
CCR3	CXCL1	physical-association
CCR3	CXCL10	physical-association
CCR3	CXCL11	physical-association
CCR3	CXCL12	physical-association
CCR3	CXCL13	physical-association
CCR3	CXCL16	physical-association
CCR3	CXCL2	physical-association
CCR3	CXCL3	physical-association
CCR3	CXCL5	physical-association
CCR3	CXCL6	physical-association
CCR3	CXCL9	physical-association
CCR3	CXCR1	association
CCR3	CXCR2	association
CCR3	CXCR3	association
CCR3	CXCR4	association
CCR3	CXCR5	association
CCR3	CXCR6	association
CCR3	DRD2	association
CCR3	DRD3	association
CCR3	DRD4	association
CCR3	FPR1	association
CCR3	FPR2	association
CCR3	FPR3	association
CCR3	GABBR1	association
CCR3	GABBR2	association
CCR3	GAL	physical-association
CCR3	GALR1	association
CCR3	GALR2	association
CCR3	GALR3	association
CCR3	GNA12	association
CCR3	GNA13	association
CCR3	GNAI1	physical-association
CCR3	GNAI2	physical-association
CCR3	GNAI3	physical-association
CCR3	GNAT3	physical-association
CCR3	GNAZ	association
CCR3	GNB1	physical-association
CCR3	GNG2	physical-association
CCR3	GPER1	association
CCR3	GPR17	association
CCR3	GPR18	association
CCR3	GPR55	association
CCR3	GRM2	association
CCR3	GRM3	association
CCR3	GRM4	association
CCR3	GRM6	association
CCR3	GRM7	association
CCR3	GRM8	association
CCR3	HCAR1	association
CCR3	HCAR2	association
CCR3	HCAR3	association
CCR3	HEBP1	physical-association
CCR3	HRH3	association
CCR3	HRH4	association
CCR3	HTR1A	association
CCR3	HTR1B	association
CCR3	HTR1D	association
CCR3	HTR1E	association
CCR3	HTR1F	association
CCR3	HTR5A	association
CCR3	IL8	physical-association
CCR3	INSL5	physical-association
CCR3	KNG1	physical-association
CCR3	LPAR1	association
CCR3	LPAR2	association
CCR3	LPAR3	association
CCR3	LPAR5	association
CCR3	MCHR1	association
CCR3	MCHR2	association
CCR3	MT-RNR2	physical-association
CCR3	MTNR1A	association
CCR3	MTNR1B	association
CCR3	NMS	physical-association
CCR3	NMU	physical-association
CCR3	NMUR1	association
CCR3	NMUR2	association
CCR3	NPB	physical-association
CCR3	NPBWR1	association
CCR3	NPBWR2	association
CCR3	NPW	physical-association
CCR3	NPY	physical-association
CCR3	NPY1R	association
CCR3	NPY2R	association
CCR3	NPY4R	association
CCR3	NPY5R	association
CCR3	OPRD1	association
CCR3	OPRK1	association
CCR3	OPRL1	association
CCR3	OPRM1	association
CCR3	OXER1	association
CCR3	OXGR1	association
CCR3	P2RY12	association
CCR3	P2RY13	association
CCR3	P2RY14	association
CCR3	P2RY4	association
CCR3	PDYN	physical-association
CCR3	PENK	physical-association
CCR3	PF4	physical-association
CCR3	PIK3CG	association
CCR3	PIK3R5	association
CCR3	PIK3R6	association
CCR3	PLCB1	association
CCR3	PLCB2	association
CCR3	PLCB3	association
CCR3	PMCH	physical-association
CCR3	PNOC	physical-association
CCR3	POMC	physical-association
CCR3	PPBP	physical-association
CCR3	PPY	physical-association
CCR3	PTGDR2	association
CCR3	PTGER3	association
CCR3	PYY	physical-association
CCR3	RLN3	physical-association
CCR3	RXFP3	association
CCR3	RXFP4	association
CCR3	S1PR1	association
CCR3	S1PR2	association
CCR3	S1PR3	association
CCR3	S1PR4	association
CCR3	S1PR5	association
CCR3	SAA1	physical-association
CCR3	SST	physical-association
CCR3	SSTR1	association
CCR3	SSTR2	association
CCR3	SSTR3	association
CCR3	SSTR4	association
CCR3	SSTR5	association
CCR3	SUCNR1	association
CCR3	TAS2R1	association
CCR3	TAS2R10	association
CCR3	TAS2R13	association
CCR3	TAS2R14	association
CCR3	TAS2R16	association
CCR3	TAS2R19	association
CCR3	TAS2R20	association
CCR3	TAS2R3	association
CCR3	TAS2R30	association
CCR3	TAS2R31	association
CCR3	TAS2R38	association
CCR3	TAS2R39	association
CCR3	TAS2R4	association
CCR3	TAS2R40	association
CCR3	TAS2R41	association
CCR3	TAS2R42	association
CCR3	TAS2R43	association
CCR3	TAS2R45	association
CCR3	TAS2R46	association
CCR3	TAS2R5	association
CCR3	TAS2R50	association
CCR3	TAS2R60	association
CCR3	TAS2R7	association
CCR3	TAS2R8	association
CCR3	TAS2R9	association
CCR4	CCR6	association
CCR4	CCR7	association
CCR4	CCR8	association
CCR4	CCR9	association
CCR4	CHRM2	association
CCR4	CHRM4	association
CCR4	CNR1	association
CCR4	CNR2	association
CCR4	CXCL1	physical-association
CCR4	CXCL10	physical-association
CCR4	CXCL11	physical-association
CCR4	CXCL12	physical-association
CCR4	CXCL13	physical-association
CCR4	CXCL16	physical-association
CCR4	CXCL2	physical-association
CCR4	CXCL3	physical-association
CCR4	CXCL5	physical-association
CCR4	CXCL6	physical-association
CCR4	CXCL9	physical-association
CCR4	CXCR1	association
CCR4	CXCR2	association
CCR4	CXCR3	association
CCR4	CXCR4	association
CCR4	CXCR5	association
CCR4	CXCR6	association
CCR4	DRD2	association
CCR4	DRD3	association
CCR4	DRD4	association
CCR4	FPR1	association
CCR4	FPR2	association
CCR4	FPR3	association
CCR4	GABBR1	association
CCR4	GABBR2	association
CCR4	GAL	physical-association
CCR4	GALR1	association
CCR4	GALR2	association
CCR4	GALR3	association
CCR4	GNA12	association
CCR4	GNA13	association
CCR4	GNAI1	physical-association
CCR4	GNAI2	physical-association
CCR4	GNAI3	physical-association
CCR4	GNAT3	physical-association
CCR4	GNAZ	association
CCR4	GNB1	physical-association
CCR4	GNG2	physical-association
CCR4	GPER1	association
CCR4	GPR17	association
CCR4	GPR18	association
CCR4	GPR55	association
CCR4	GRM2	association
CCR4	GRM3	association
CCR4	GRM4	association
CCR4	GRM6	association
CCR4	GRM7	association
CCR4	GRM8	association
CCR4	HCAR1	association
CCR4	HCAR2	association
CCR4	HCAR3	association
CCR4	HEBP1	physical-association
CCR4	HRH3	association
CCR4	HRH4	association
CCR4	HTR1A	association
CCR4	HTR1B	association
CCR4	HTR1D	association
CCR4	HTR1E	association
CCR4	HTR1F	association
CCR4	HTR5A	association
CCR4	IL8	physical-association
CCR4	INSL5	physical-association
CCR4	KNG1	physical-association
CCR4	LPAR1	association
CCR4	LPAR2	association
CCR4	LPAR3	association
CCR4	LPAR5	association
CCR4	MCHR1	association
CCR4	MCHR2	association
CCR4	MT-RNR2	physical-association
CCR4	MTNR1A	association
CCR4	MTNR1B	association
CCR4	NMS	physical-association
CCR4	NMU	physical-association
CCR4	NMUR1	association
CCR4	NMUR2	association
CCR4	NPB	physical-association
CCR4	NPBWR1	association
CCR4	NPBWR2	association
CCR4	NPW	physical-association
CCR4	NPY	physical-association
CCR4	NPY1R	association
CCR4	NPY2R	association
CCR4	NPY4R	association
CCR4	NPY5R	association
CCR4	OPRD1	association
CCR4	OPRK1	association
CCR4	OPRL1	association
CCR4	OPRM1	association
CCR4	OXER1	association
CCR4	OXGR1	association
CCR4	P2RY12	association
CCR4	P2RY13	association
CCR4	P2RY14	association
CCR4	P2RY4	association
CCR4	PDYN	physical-association
CCR4	PENK	physical-association
CCR4	PF4	physical-association
CCR4	PIK3CG	association
CCR4	PIK3R5	association
CCR4	PIK3R6	association
CCR4	PLCB1	association
CCR4	PLCB2	association
CCR4	PLCB3	association
CCR4	PMCH	physical-association
CCR4	PNOC	physical-association
CCR4	POMC	physical-association
CCR4	PPBP	physical-association
CCR4	PPY	physical-association
CCR4	PTGDR2	association
CCR4	PTGER3	association
CCR4	PYY	physical-association
CCR4	RLN3	physical-association
CCR4	RXFP3	association
CCR4	RXFP4	association
CCR4	S1PR1	association
CCR4	S1PR2	association
CCR4	S1PR3	association
CCR4	S1PR4	association
CCR4	S1PR5	association
CCR4	SAA1	physical-association
CCR4	SST	physical-association
CCR4	SSTR1	association
CCR4	SSTR2	association
CCR4	SSTR3	association
CCR4	SSTR4	association
CCR4	SSTR5	association
CCR4	SUCNR1	association
CCR4	TAS2R1	association
CCR4	TAS2R10	association
CCR4	TAS2R13	association
CCR4	TAS2R14	association
CCR4	TAS2R16	association
CCR4	TAS2R19	association
CCR4	TAS2R20	association
CCR4	TAS2R3	association
CCR4	TAS2R30	association
CCR4	TAS2R31	association
CCR4	TAS2R38	association
CCR4	TAS2R39	association
CCR4	TAS2R4	association
CCR4	TAS2R40	association
CCR4	TAS2R41	association
CCR4	TAS2R42	association
CCR4	TAS2R43	association
CCR4	TAS2R45	association
CCR4	TAS2R46	association
CCR4	TAS2R5	association
CCR4	TAS2R50	association
CCR4	TAS2R60	association
CCR4	TAS2R7	association
CCR4	TAS2R8	association
CCR4	TAS2R9	association
CCR5	CCR6	association
CCR5	CCR7	association
CCR5	CCR8	association
CCR5	CCR9	association
CCR5	CD4	physical-association
CCR5	CHRM2	association
CCR5	CHRM4	association
CCR5	CNR1	association
CCR5	CNR2	association
CCR5	CXCL1	physical-association
CCR5	CXCL10	physical-association
CCR5	CXCL11	physical-association
CCR5	CXCL12	physical-association
CCR5	CXCL13	physical-association
CCR5	CXCL16	physical-association
CCR5	CXCL2	physical-association
CCR5	CXCL3	physical-association
CCR5	CXCL5	physical-association
CCR5	CXCL6	physical-association
CCR5	CXCL9	physical-association
CCR5	CXCR1	association
CCR5	CXCR2	association
CCR5	CXCR3	association
CCR5	CXCR4	association
CCR5	CXCR5	association
CCR5	CXCR6	association
CCR5	DRD2	association
CCR5	DRD3	association
CCR5	DRD4	association
CCR5	FPR1	association
CCR5	FPR2	association
CCR5	FPR3	association
CCR5	GABBR1	association
CCR5	GABBR2	association
CCR5	GAL	physical-association
CCR5	GALR1	association
CCR5	GALR2	association
CCR5	GALR3	association
CCR5	GNA12	association
CCR5	GNA13	association
CCR5	GNAI1	physical-association
CCR5	GNAI2	physical-association
CCR5	GNAI3	physical-association
CCR5	GNAT3	physical-association
CCR5	GNAZ	association
CCR5	GNB1	physical-association
CCR5	GNG2	physical-association
CCR5	GPER1	association
CCR5	GPR17	association
CCR5	GPR18	association
CCR5	GPR55	association
CCR5	GRM2	association
CCR5	GRM3	association
CCR5	GRM4	association
CCR5	GRM6	association
CCR5	GRM7	association
CCR5	GRM8	association
CCR5	HCAR1	association
CCR5	HCAR2	association
CCR5	HCAR3	association
CCR5	HEBP1	physical-association
CCR5	HRH3	association
CCR5	HRH4	association
CCR5	HTR1A	association
CCR5	HTR1B	association
CCR5	HTR1D	association
CCR5	HTR1E	association
CCR5	HTR1F	association
CCR5	HTR5A	association
CCR5	IL8	physical-association
CCR5	INSL5	physical-association
CCR5	KNG1	physical-association
CCR5	LPAR1	association
CCR5	LPAR2	association
CCR5	LPAR3	association
CCR5	LPAR5	association
CCR5	MCHR1	association
CCR5	MCHR2	association
CCR5	MT-RNR2	physical-association
CCR5	MTNR1A	association
CCR5	MTNR1B	association
CCR5	NMS	physical-association
CCR5	NMU	physical-association
CCR5	NMUR1	association
CCR5	NMUR2	association
CCR5	NPB	physical-association
CCR5	NPBWR1	association
CCR5	NPBWR2	association
CCR5	NPW	physical-association
CCR5	NPY	physical-association
CCR5	NPY1R	association
CCR5	NPY2R	association
CCR5	NPY4R	association
CCR5	NPY5R	association
CCR5	OPRD1	association
CCR5	OPRK1	association
CCR5	OPRL1	association
CCR5	OPRM1	association
CCR5	OXER1	association
CCR5	OXGR1	association
CCR5	P2RY12	association
CCR5	P2RY13	association
CCR5	P2RY14	association
CCR5	P2RY4	association
CCR5	PDYN	physical-association
CCR5	PENK	physical-association
CCR5	PF4	physical-association
CCR5	PIK3CG	association
CCR5	PIK3R5	association
CCR5	PIK3R6	association
CCR5	PLCB1	association
CCR5	PLCB2	association
CCR5	PLCB3	association
CCR5	PMCH	physical-association
CCR5	PNOC	physical-association
CCR5	POMC	physical-association
CCR5	PPBP	physical-association
CCR5	PPIA	physical-association
CCR5	PPY	physical-association
CCR5	PTGDR2	association
CCR5	PTGER3	association
CCR5	PYY	physical-association
CCR5	RLN3	physical-association
CCR5	RXFP3	association
CCR5	RXFP4	association
CCR5	S1PR1	association
CCR5	S1PR2	association
CCR5	S1PR3	association
CCR5	S1PR4	association
CCR5	S1PR5	association
CCR5	SAA1	physical-association
CCR5	SST	physical-association
CCR5	SSTR1	association
CCR5	SSTR2	association
CCR5	SSTR3	association
CCR5	SSTR4	association
CCR5	SSTR5	association
CCR5	SUCNR1	association
CCR5	TAS2R1	association
CCR5	TAS2R10	association
CCR5	TAS2R13	association
CCR5	TAS2R14	association
CCR5	TAS2R16	association
CCR5	TAS2R19	association
CCR5	TAS2R20	association
CCR5	TAS2R3	association
CCR5	TAS2R30	association
CCR5	TAS2R31	association
CCR5	TAS2R38	association
CCR5	TAS2R39	association
CCR5	TAS2R4	association
CCR5	TAS2R40	association
CCR5	TAS2R41	association
CCR5	TAS2R42	association
CCR5	TAS2R43	association
CCR5	TAS2R45	association
CCR5	TAS2R46	association
CCR5	TAS2R5	association
CCR5	TAS2R50	association
CCR5	TAS2R60	association
CCR5	TAS2R7	association
CCR5	TAS2R8	association
CCR5	TAS2R9	association
CCR6	CCR7	association
CCR6	CCR8	association
CCR6	IL8	physical-association
CCR6	PIK3R5	association
CCR7	CCR8	association
CCR7	CCR9	association
CCR7	CHRM2	association
CCR7	CHRM4	association
CCR7	CNR1	association
CCR7	CNR2	association
CCR7	CXCL1	physical-association
CCR7	CXCL10	physical-association
CCR7	CXCL11	physical-association
CCR7	CXCL12	physical-association
CCR7	CXCL13	physical-association
CCR7	CXCL16	physical-association
CCR7	CXCL2	physical-association
CCR7	CXCL3	physical-association
CCR7	CXCL5	physical-association
CCR7	CXCL6	physical-association
CCR7	CXCL9	physical-association
CCR7	CXCR1	association
CCR7	CXCR2	association
CCR7	CXCR3	association
CCR7	CXCR4	association
CCR7	CXCR5	association
CCR7	CXCR6	association
CCR7	DRD2	association
CCR7	DRD3	association
CCR7	DRD4	association
CCR7	FPR1	association
CCR7	FPR2	association
CCR7	FPR3	association
CCR7	GABBR1	association
CCR7	GABBR2	association
CCR7	GAL	physical-association
CCR7	GALR1	association
CCR7	GALR2	association
CCR7	GALR3	association
CCR7	GNA12	association
CCR7	GNA13	association
CCR7	GNAI1	physical-association
CCR7	GNAI2	physical-association
CCR7	GNAI3	physical-association
CCR7	GNAT3	physical-association
CCR7	GNAZ	association
CCR7	GNB1	physical-association
CCR7	GNG2	physical-association
CCR7	GPER1	association
CCR7	GPR17	association
CCR7	GPR18	association
CCR7	GPR55	association
CCR7	GRM2	association
CCR7	GRM3	association
CCR7	GRM4	association
CCR7	GRM6	association
CCR7	GRM7	association
CCR7	GRM8	association
CCR7	HCAR1	association
CCR7	HCAR2	association
CCR7	HCAR3	association
CCR7	HEBP1	physical-association
CCR7	HRH3	association
CCR7	HRH4	association
CCR7	HTR1A	association
CCR7	HTR1B	association
CCR7	HTR1D	association
CCR7	HTR1E	association
CCR7	HTR1F	association
CCR7	HTR5A	association
CCR7	IL8	physical-association
CCR7	INSL5	physical-association
CCR7	KNG1	physical-association
CCR7	LPAR1	association
CCR7	LPAR2	association
CCR7	LPAR3	association
CCR7	LPAR5	association
CCR7	MCHR1	association
CCR7	MCHR2	association
CCR7	MT-RNR2	physical-association
CCR7	MTNR1A	association
CCR7	MTNR1B	association
CCR7	NMS	physical-association
CCR7	NMU	physical-association
CCR7	NMUR1	association
CCR7	NMUR2	association
CCR7	NPB	physical-association
CCR7	NPBWR1	association
CCR7	NPBWR2	association
CCR7	NPW	physical-association
CCR7	NPY	physical-association
CCR7	NPY1R	association
CCR7	NPY2R	association
CCR7	NPY4R	association
CCR7	NPY5R	association
CCR7	OPRD1	association
CCR7	OPRK1	association
CCR7	OPRL1	association
CCR7	OPRM1	association
CCR7	OXER1	association
CCR7	OXGR1	association
CCR7	P2RY12	association
CCR7	P2RY13	association
CCR7	P2RY14	association
CCR7	P2RY4	association
CCR7	PDYN	physical-association
CCR7	PENK	physical-association
CCR7	PF4	physical-association
CCR7	PIK3CG	association
CCR7	PIK3R5	association
CCR7	PIK3R6	association
CCR7	PLCB1	association
CCR7	PLCB2	association
CCR7	PLCB3	association
CCR7	PMCH	physical-association
CCR7	PNOC	physical-association
CCR7	POMC	physical-association
CCR7	PPBP	physical-association
CCR7	PPY	physical-association
CCR7	PTGDR2	association
CCR7	PTGER3	association
CCR7	PYY	physical-association
CCR7	RLN3	physical-association
CCR7	RXFP3	association
CCR7	RXFP4	association
CCR7	S1PR1	association
CCR7	S1PR2	association
CCR7	S1PR3	association
CCR7	S1PR4	association
CCR7	S1PR5	association
CCR7	SAA1	physical-association
CCR7	SST	physical-association
CCR7	SSTR1	association
CCR7	SSTR2	association
CCR7	SSTR3	association
CCR7	SSTR4	association
CCR7	SSTR5	association
CCR7	SUCNR1	association
CCR7	TAS2R1	association
CCR7	TAS2R10	association
CCR7	TAS2R13	association
CCR7	TAS2R14	association
CCR7	TAS2R16	association
CCR7	TAS2R19	association
CCR7	TAS2R20	association
CCR7	TAS2R3	association
CCR7	TAS2R30	association
CCR7	TAS2R31	association
CCR7	TAS2R38	association
CCR7	TAS2R39	association
CCR7	TAS2R4	association
CCR7	TAS2R40	association
CCR7	TAS2R41	association
CCR7	TAS2R42	association
CCR7	TAS2R43	association
CCR7	TAS2R45	association
CCR7	TAS2R46	association
CCR7	TAS2R5	association
CCR7	TAS2R50	association
CCR7	TAS2R60	association
